57	12981.json	barely-true	They were going to build the wall a while ago, not so long ago, like in 06. And they couldnt get environmental impact statements.	immigration	donald-trump	President-Elect	New York	republican	63.0	114.0	51.0	37.0	61.0	an interview on Fox News	"Trump said, ""They were going to build the wall a while ago, not so long ago, like in '06. And they couldn't get environmental impact statements. ""The Secure Fence Act of 2006 called for the construction of an additional 700 miles of fencing along the U. S. -Mexico border. While there were environmental concerns related to the construction, the Secretary of Homeland Security waived required environmental reviews in order to proceed with construction. Trumps statement suggests a wall or barrier was not built due to inability to get environmental impact statements."
58	812.json	false	Sen. Obama's campaign announced that he's choosing his cabinet.	elections	john-mccain	U.S. senator	Arizona	republican	31.0	39.0	31.0	37.0	8.0	a rally in Bensalem, Pa.	"Has Obama ""announced that he's choosing his Cabinet""?What's happening is the usual transition planning that occurs with any presidential campaign in the final days before an election."
59	7548.json	mostly-true	In 2008, only 54 percent of Latinos in Texas were registered to vote and only 35 percent actually turned out.	elections,population	battleground-texas		Texas	democrat	0.0	0.0	0.0	1.0	0.0	"an adviser's interview on the ""Colbert Report."""	"The Battleground Texas advocate said that in 2008, ""only 54 percent of Latinos in Texas were registered to vote and only 35 percent actually turned out. ""Research rooted in federal surveys and an analysis starting from the state's 2008 voting roll supports those figures, while our own estimates starting from Texas studies suggest a larger share of voting-age Latino citizens registered and a smaller share of them voted--which, if so, could still be fodder for pushes to improve participation."
60	6000.json	false	Only 2 percent of public high schools in the country offer PE classes.	education,health-care	michelle-obama		Illinois	democrat	0.0	2.0	1.0	4.0	0.0	an interview with NPR	Official federal data show that more than 95 percent of high schools in 2006 required PE -- a far cry from the 2 percent Obama cited.
61	321.json	mostly-true	"Said he's the only Republican candidate ""who's actually turned around a government economy."""	job-accomplishments	rudy-giuliani	Attorney	New York	republican	9.0	11.0	10.0	7.0	3.0	a debate in Boca Raton, Fla.	"Whether Huckabee's ""investment"" of higher taxes for better services was a good move is not is not a turnaround category Giuliani lists. It has to be kept in mind that the economic circumstances each chief executive faced were very different. Giuliani can't match Romney in the corporate turnaround business. And Giuliani's view of what constitutes a turnaround doesn't consider everything, but Giuliani clearly has clear accomplishments when it comes to a government turnaround."
62	1779.json	true	"On military recruiters at Harvard, Elena Kagan ""took a position and the Supreme Court ruled unanimously that she was wrong."""	education,gays-and-lesbians,kagan-nomination,military,supreme-court	john-barrasso	Senator	Wyoming	republican	1.0	0.0	0.0	0.0	0.0	an interview on Fox News	"Justice Samuel Alito did not  participate because he had not yet been seated to the court when oral  arguments were made. ""The court did  reject the arguments put forward by the law schools, which included FAIR  and the brief filed by the Harvard professors. All of the justices who  voted opposed the law schools' arguments."
63	1833.json	mostly-true	There are 321,092 public school teachers in Texas. And there are 313,850 non-teachers in our public schools.	education,message-machine,taxes	empower-texans		Texas	none	1.0	0.0	0.0	1.0	0.0	a Web video	More recent data available from the agency shows both have increased; still, the ratio of teachers to non-teachers is about the same. But Sullivan's online call to action doesn't do justice to the state's actual mix of school workers. The majority of non-teachers aren't administrators or paper shufflers; they're people who work directly with students including counselors, librarians, therapists and bus drivers.
64	8584.json	false	Under Mayor Cicilline, [Providence] was a sanctuary city.	history,homeland-security,immigration,legal-issues,pundits	john-depetro	Talk-show host	Rhode Island	talk-show-host	0.0	3.0	0.0	0.0	3.0	a statement on WPRO-AM	"John DePetro said that under Mayor David Cicilline, Providence ""was a sanctuary city. ""While there is no legal definition of ""sanctuary city,"" in the eight years that Cicilline was mayor Providence had not taken any of the measures adopted by other cities often identified by that label. (Get updates from PolitiFactRI on Twitter."
65	10829.json	pants-fire	Transgender individuals in the U.S. have a 1-in-12 chance of being murdered.	corrections-and-updates,crime,criminal-justice,sexuality	garnet-coleman	president, ceo of Apartments for America, Inc.	Texas	democrat	1.0	0.0	1.0	0.0	1.0	a committee hearing	"Coleman told colleagues: ""Transgender individuals in the U. S.  have a 1 in 12 chance of being murdered. ""Were not judging here whether transgender individuals are at risk of attack. Click here for more on the six PolitiFact ratings and how we select facts to check. UPDATE, 12:30 p. m. , April 25, 2016: We revised this article after hearing from Kay Brown. The story now includes her analysis of how a 1-in-12 estimate came to be."
66	6612.json	true	At Bain Capital, we helped start an early childhood learning company called Bright Horizons that First Lady Michelle Obama rightly praised.	candidates-biography,job-accomplishments	mitt-romney	Former governor	Massachusetts	republican	34.0	32.0	58.0	33.0	19.0	remarks at the Republican National Convention in Tampa	"Romney said the first lady ""praised"" Bright Horizons. She did say that she was ""excited"" to launch an initiative that included the child care provider, calling Lets Move partners ""so important. ""Those are favorable comments about the company."
67	12056.json	false	Says the man who rushed the stage at him in Dayton, Ohio, had chatter about ISIS, or with ISIS in his social media posts.	civil-rights,elections,terrorism	donald-trump	President-Elect	New York	republican	63.0	114.0	51.0	37.0	61.0	"an interview on ""Meet the Press"""	"Trump said Thomas DiMassimo, the man who rushed at him in Dayton, Ohio, ""had chatter about ISIS, or with ISIS"" in his social media posts. There is lots to offend people on DiMassimos social media posts. But there doesnt appear to be any legitimate connection between DiMassimo and ISIS. The link Trump tweeted was a hoax or an effort to troll DiMassimo. Its also unlikely that someone who really had ISIS ties and who had been arrested for threatening a presidential candidate on live television would be quickly released from custody pending trial. The police report of his arrest makes no mention of ISIS or Islamic terrorism. UPDATE, March 14, 2016: In an interview with CNN on March 13, DiMassimo ""vehemently denied belonging to ISIS. He told CNN the video was doctored and provided a link to what he said was the original footage from a protest he participated in more than a year ago. "". sharethefacts{font-family: 'Roboto', 'Helvetica', sans-serif; color: rgba(0, 0, 0, 0. 86); font-weight: 400; margin: 0px; margin-top:40px; padding: 0; background-color:#f5f5f5; padding:32px; padding-bottom:24px; display: block; margin: auto; margin:0 auto; background-color: #ffffff; width:75%; height:auto; max-width:600px; min-width:260px; box-shadow: 0 2px 2px 0 rgba(0,0,0,. 34),0 3px 1px -2px rgba(0,0,0,. 4),0 1px 5px 0 rgba(0,0,0,. 32); position: relative;}. sharethefacts . sharethefacts-header{height: 25px; margin-top: -20px; border-bottom-width: 1px; border-bottom-color: silver; border-bottom-style: solid; margin-bottom: 20px; font-size: 16px; color: rgba(0,0,0,0. 86);}. sharethefacts . sharethefacts-name{display: inline-block; float:left;}. sharethefacts . sharethefacts-name img{display: inline-block; float:left; padding-bottom: 10px; padding-right: 20px; width: 90px; height: 90px;}. sharethefacts . sharethefacts-speaker{float:left; padding-top: 10px; width:300px;}. sharethefacts . sharethefacts-speaker . sharethefacts-speaker-name{font-weight: 500; font-size: 20px; padding-bottom: 8px;}. sharethefacts . sharethefacts-speaker . sharethefacts-speaker-title{color: rgba(0,0,0,0. 54); font-size:14px;}. sharethefacts . sharethefacts-rating{padding-left:32px; float: right; width:120px; height:auto; display: inline; max-height: 200px;}. sharethefacts . sharethefacts-rating img{width: 100%; padding-bottom:24px;}. sharethefacts h1{display: inline-block; font-weight: 500; font-size: 20px; line-height: 1. 35em; -webkit-margin-before: . 35em; -webkit-margin-after: 0em; -webkit-margin-start: 0px; -webkit-margin-end: 0px;}. sharethefacts . sharethefacts-statement{margin-top: 80px; width: 100%; display: block; font-size: 16px; line-height: 26px;}. sharethefacts . sharethefacts-dateline{font-size: 14px; color: rgba(0,0,0,0. 54); font-weight: 400; margin-top: 8px;}. sharethefacts hr{border-bottom: 1px; border-left: 0px; border-right: 0px; border-top: 0px; border-style:solid; border-color:#e0e0e0; padding-top: 0px; padding-bottom: 0px;}. sharethefacts . sharethefacts-links{display:block; padding-top: 20px;}. sharethefacts a:-webkit-any-link{color: #2196f3; text-decoration: none; cursor: pointer;}. sharethefacts . sharethefacts-links a{margin-right: 32px; font-size: 14px; text-transform: uppercase; color: #2196f3; text-decoration: none; font-weight: 500;}. sharethefacts . sharethefacts-links a:hover{cursor: pointer;}. sharethefacts a :hover{cursor: pointer; text-decoration: none;}. sharethefacts ul{padding-left: 0px; display:block; padding-top: 10px; padding-bottom: 0px;}. sharethefacts li{display: inline; margin-right: 32px; font-size: 14px; text-transform: uppercase; color: #2196f3; text-decoration: none; font-weight: 500; cursor: pointer;}. sharethefacts li a{font-size: 14px; text-transform: uppercase; color: #2196f3; text-decoration: none; font-weight: 500;}. sharethefacts li a:visited{color: #2196f3;}. sharethefacts . sharethefacts-menu . sharethefacts-share{display: none; margin-top: 32px;}. sharethefacts . sharethefacts-menu . sharethefacts-share . sharethefacts-share-button{display: inline-block; height: 64px; width: 64px; border-radius: 0px; position: relative;}. sharethefacts . sharethefacts-menu . sharethefacts-share . sharethefacts-share-button . sharethefacts-share-label{position: absolute; top: 50%; left: 50%; transform: translate(-50%, -50%); font-size: 18px; color: white;}. sharethefacts . sharethefacts-menu . sharethefacts-share . sharethefacts-share-button . sharethefacts-share-label a:-webkit-any-link{color:white;}. sharethefacts . sharethefacts-menu . sharethefacts-share . sharethefacts-share-button . sharethefacts-share-label a{color:white;}. sharethefacts . sharethefacts-menu . sharethefacts-share . sharethefacts-facebook{background-color: rgb(64,94,145);}. sharethefacts . sharethefacts-menu . sharethefacts-share . sharethefacts-twitter{background-color: rgb(104,172,216);}. sharethefacts . sharethefacts-menu . sharethefacts-share . sharethefacts-google-plus{background-color: rgb(215,84,81);}. sharethefacts . sharethefacts-menu . sharethefacts-share . sharethefacts-embed-button{display: inline-block; height: 64px; width: 275px; background: #ffffff; box-shadow: 0px 0px 2px 0px rgba(0,0,0,. 12), 0px 2px 2px 0px rgba(0,0,0,. 24); border-radius: 2px; font-weight: 500; font-size: 14px; color: #2196f3; letter-spacing: 0. 5px; line-height: 16px; position: relative; margin-left: 24px;}. sharethefacts . sharethefacts-menu . sharethefacts-share . sharethefacts-embed-button . sharethefacts-embed-label{position: absolute; top: 50%; left: 50%; transform: translate(-50%, -50%);}. sharethefacts . sharethefacts-menu . sharethefacts-share . sharethefacts-embed-button . sharethefacts-embed-label a{text-decoration: none;}. sharethefacts . sharethefacts-menu . sharethefacts-share . sharethefacts-embed-button . sharethefacts-embed-label a:visited{color: #2196f3;}. sharethefacts . sharethefacts-share . sharethefacts-embed_box{display: none; height: 300px; margin-top: 16px; width: 100%;}. sharethefacts . sharethefacts-menu li{color: rgba(0, 0, 0, 0. 87); text-transform: none; cursor: default; display: inline;}. sharethefacts . sharethefacts-menu li span{margin-right: 0px;}. sharethefacts . sharethefacts-menu li img{width: 100%; display: -webkit-flex; display: flex;}. sharethefacts . sharethefacts-menu ul. dropit-submenu{padding-top:32px; width: 100%;}. sharethefacts . sharethefacts-menu ul. dropit-submenu a{font-size: 14px; line-height: 25px; padding: 0 18px;}. sharethefacts a{}@media screen and (min-width: 650px){. sharethefacts{width: 600px;}}@media screen and (max-width: 650px){. sharethefacts . sharethefacts-rating{padding-left: 24px; float: right; width: 100px; height: auto; display: inline;}. sharethefacts . sharethefacts-name{padding-bottom: 8px;}. sharethefacts . sharethefacts-statement{clear: left;}. sharethefacts . sharethefacts-speaker{float: none; width: 100%;}. sharethefacts . sharethefacts-speaker . sharethefacts-speaker-name{font-size: 14px;}}@media screen and (max-width: 460px){. sharethefacts . sharethefacts-menu . sharethefacts-share . sharethefacts-embed-button{margin-top: 24px; margin-left: 0px; width: 100%;}. sharethefacts . sharethefacts-name{padding-bottom: 20px;}. sharethefacts . sharethefacts-speaker{float: none;}. sharethefacts . sharethefacts-speaker . sharethefacts-speaker-name{font-size: 14px;}}@media screen and (max-width: 364px){. sharethefacts{padding: 24px; display: block; margin: auto; margin: 0 auto; background-color: #ffffff; width: 75%; height: auto; max-width: 600px; min-width: 260px; box-shadow: 0 2px 2px 0 rgba(0,0,0,. 14),0 3px 1px -2px rgba(0,0,0,. 2),0 1px 5px 0 rgba(0,0,0,. 12); position: relative;}. sharethefacts . sharethefacts-rating{padding-left: 24px; float: right; width: 90px; height: auto; display: inline;}. sharethefacts . sharethefacts-name{float: left;}. sharethefacts . sharethefacts-name img{float: left;}. sharethefacts . sharethefacts-speaker . sharethefacts-speaker-title{font-size: 9px;}. sharethefacts . sharethefacts-statement{font-size: 16px; line-height: 24px;}}  Share The Facts   Donald Trumppresidential candidate     Says the man who rushed the stage at him in Dayton, Ohio, ""had chatter about ISIS, or with ISIS"" in his social media posts."
68	6161.json	barely-true	U.S. Rep. Phil Gingrey gave the government the power to electronically spy on Americans without a warrant.	criminal-justice,terrorism	michael-opitz		Georgia	republican	1.0	0.0	0.0	0.0	0.0	a YouTube ad	But he does raise a legitimate criticism of CISPA. The bills protections may not be enough to keep average Americans safe from Hall and Oates private eyes. Opitzs statement raises real issues. But he overstates some key points, and it could use a lot more context.
69	2526.json	barely-true	Alex Sink funneled three quarters of a million dollars in no-bid contracts to Bank of America.	economy,financial-regulation,message-machine	rick-scott	Governor	Florida	republican	28.0	23.0	38.0	34.0	7.0	a TV ad.	"Let's take this one step at a time. First, she was one of four statewide elected officials to agree to change the process for selling state bonds that ultimately resulted in paying $770,321 in commission fees to Bank of America and Merrill Lynch. Second, she had no idea when she approved the new bond sale process -- called a negotiated sale -- that Bank of America and Merrill Lynch would receive $770,321. That came months later as part of the negotiations between the bond underwriters and the Division of Bond Finance. Three quarters of a million dollars . . . The money in question is just about right. The total commission paid to Bank of America and its newly acquired Merrill Lynch unit was $770,321. Our colleagues at Factcheck. org, for instance, said that the contract at issue was not a no-bid contract. The state held an RFP for companies to be bond underwriters in general, not to specifically bid on bond sales. Thirty-nine companies responded, and ultimately 12 were chosen. There was no competitive bidding for the $300 million lottery revenue bond issue. The state negotiated a deal among those 12 companies. That's a no-bid contract to us, because the setup specifically prevents open competition that could produce lower interest rates. But the question here iswhether there were bids for this specific bond issue. To Bank of America . . . The fees actually were paid to Bank of America and Merrill Lynch, which Bank of America acquired. But what's critical to note, again, is that while Bank of America interests represented two of the 12 members of the state bond underwriting team, Sink had no idea when she approved the slate of underwriters what specific role each bank would play in any specific bond sale. And even when she approved the $300 million lottery bond issue, it wasn't yet clear whether the sale of those bonds would be by a competitive or negotiated process. The resolution she and three others approved included either option. The bond issue was using lottery revenues, not general tax revenues. That means you buying lottery tickets paid for the bond sale and the bank commissions. One transaction resulted in $770,000 in fees for a subsidiary of the bank and its newly acquired Merrill Lynch unit. ""That statement is accurate, as it properly notes that the negotiated bond sale process resulted in $770,000 in fees for Bank of America and Merrill Lynch, without trying to tie the money directly to Sink. Scott isn't nearly as careful in his TV ad. Sink didn't funnel $770,000 to Bank of America. First, she was one of four votes on the Cabinet to approve the particular type of bond issue in question -- along with Republicans Charlie Bronson and Bill McCollum and then-Republican Charlie Crist. Second, she had no way of knowing how much commission Bank of America and Merrill Lynch would receive for the bond sale when she approved the deal. Those details came months later during negotiations between state bond administrators and the banks."
70	3786.json	true	If you take the population growth here in Virginia, we are net zero on job creation since (Bob McDonnell) became governor.	jobs	terry-mcauliffe	Governor	Virginia	democrat	12.0	6.0	2.0	2.0	3.0	a speech.	Economists say governors have little control over economic conditions. Virginia has consistently had one of the lowest unemployment rates in the nation this century. Those points aside, McDonnell bills himself as a job-creating governor. McAuliffe accurately summarized one set of statistics about employment in Virginia during McDonnells term.
71	6697.json	barely-true	Under Obama, home values in Florida collapsed, construction jobs were lost and the state had a high foreclosure rate.	housing,message-machine-2012	mitt-romney	Former governor	Massachusetts	republican	34.0	32.0	58.0	33.0	19.0	a campaign ad	But each one of those trends began well before Obama was elected. Analysts say they have been driven by a natural and inevitable market correction much more than by any government policies. But since the ad draws a cause/effect relationship -- the cause being Obamas presidency, the effect being a sour housing market -- its worth noting that more of the decline in home values happened on Bushs watch, and in the last year Florida housing has again begun to appreciate. Homeowners in Florida who have watched their property value sink and their neighbors houses abandoned in foreclosure know this didnt start when Obama walked into the White House. Theyre in at least year seven of this grim reality.
72	1738.json	mostly-true	"The new Arizona immigration law ""says that any police officer can stop anyone who appears to them to be reasonably suspicious of being an undocumented person."""	immigration,legal-issues	alfredo-gutierrez	Former state Senator	Arizona	democrat	0.0	0.0	0.0	1.0	0.0	an interview on MSNBC's Hardball	"Stephen W.  Yale-Loehr, an adjunct law professor at Cornell University, agreed that this is a recipe for confusion. That said, we think that a close reading of the law and the views of the    experts we contacted do allow us to draw some conclusions. Gutierrez' statement -- that the law ""says that any police officer can stop anyone who appears to them to be reasonably suspicious of being an undocumented person"" -- is fairly accurate, but not entirely. While the law does appear to provide significant latitude for law enforcement officers in Arizona to question people about their immigration status -- on a pretext as basic as a broken taillight -- the law also says the grounds cannot be based on race or ethnicity alone."
73	7425.json	mostly-true	The only time in our history when the debt has been higher than this was the end of World War II.	debt	david-cote	President and CEO of Honeywell International		none	0.0	0.0	0.0	1.0	0.0	a speech during a “Fix the Debt” press event	In hard dollars, its not even close. The current $16. 49 trillion debt is far larger than at any other point in U. S.  history. But, the debt-to-GDP ratio tells a different story. The current ratio, 73 percent, is among the nations highest. But, as Cote notes, it still has a ways to go to get to the 106 and 109 percent levels reached during and after World War II. However, Cote was unspecific about comparing todays debt to the exact end of World War II in August, 1945, or the era following the war. As noted, the debt remained higher for six years after the war than it is today.
74	10039.json	mostly-true	The cost of health care is now the single-biggest factor driving down the federal budget deficit.	deficit,federal-budget,health-care	barack-obama	President	Illinois	democrat	70.0	71.0	160.0	163.0	9.0	a speech at Northwestern University	"Obama saidthe cost of ""health care is now the single-biggest factor driving down"" the federal budget deficit. The CBO recently lowered its projection for long-term deficits and specifically cited health care costs as the main reason, though the Affordable Care Act is not necessarily the primary cause of that calculation. That said, even though projections are lower than they were years ago, health care spending is rising in the short term and will keep adding to the deficit."
75	2166.json	true	During the recession, the consumer in his native perversity has begun to save. The savings rate is now 6.2 percent.	economy,abc-news-week	george-will	Columnist	Maryland	columnist	7.0	6.0	3.0	5.0	1.0	"a roundtable discussion on ABC's ""This Week"""	"On the surface, then, the facts tend to support the broad version of the paradox of thrift. The jump in the household saving rate has thus been harmful to economic growth, at least in the short run. ""We'll acknowledge that there's a difference of opinion in how economists view the impact of the saving rate's growth during the recession. But on Will's core factual assertion -- that the savings rate has climbed during the recession -- he's correct."
76	1978.json	false	On whether a U.S. Supreme Court nominee should be forthcoming at confirmation hearings.	kagan-nomination,supreme-court	elena-kagan	U.S. solicitor general	New York	democrat	0.0	0.0	1.0	0.0	0.0	a law review article	"""I think it is an important question, and a difficult question, about how an election contest that at least, arguably, the political branches can't find a way to resolve themselves, what should happen, and whether and when the court should get involved. It's hard to think of a more important question in a democratic system, and maybe a tougher one. ""In ruling on this statement, we find that Kagan herself has walked back her previous position on how much Supreme Court nominees can and should comment during nomination hearings. She indicated she would not be answering questions that she had previously said were not only permissible but desirable."
77	3005.json	barely-true	Says one out of three U.S. homeless men is a veteran.	poverty,veterans	texas-veterans-commission			none	1.0	0.0	0.0	0.0	0.0	a newspaper article.	Using U. S.  Census Bureau statistics to extrapolate the percentage of males among veterans (93 percent), McGhee comes up with a figure of 99,720 homeless male veterans  slightly more than one-third of the total number of adult homeless people calculated from the January 2009 one-night survey.
78	9165.json	false	Says Charlie Crist supports cuts to the Medicare Advantage program.	health-care,medicare	republican-party-florida			republican	10.0	6.0	6.0	6.0	4.0	a Facebook post	"The Republican Party of Florida said Crist supports ""cuts to the Medicare Advantage program. ""Crist has flip-flopped on a lot of issues, including the federal health care law. He used to oppose the Affordable Care Act, but now he supports it. The law tries to bring down future health care costs by reducing Medicare Advantage payments. But on the issue of Medicare Advantage, Crist has actually been consistent: He's been critical of the Medicare Advantage cuts for years. He specifically said he opposed the reductions in 2009 and 2010, and he still opposes them today. Crist doesnt appear to have come up with other ways to save money on health care without reducing payments to Medicare Advantage."
79	2109.json	half-true	I think it is unacceptable for the Chinese today to be larger in wind power and in solar panels and photovoltaic manufacturing than all of Europe put together -- forget the United States.	energy	maurice-ferre	Former mayor of Miami	Florida	democrat	1.0	0.0	1.0	0.0	0.0	an editorial board meeting	China added more renewable-power capacity than any other country in the world in 2009, according to the Worldwatch Institute. But Ferre's point was manufacturing when he met with the Sun-Sentinel editorial board. His statement that China is larger than Europe and the United States in the manufacturing of wind and solar power equipment is correct for photovoltaics, but not for wind.
80	10053.json	true	Says Scott Brown co-sponsored legislation to let employers deny women coverage for birth control.	health-care,legal-issues,women	jeanne-shaheen	Senator	New Hampshire	democrat	3.0	0.0	4.0	2.0	0.0	a news release	"Shaheen said Brown ""co-sponsored legislation to let employers deny women coverage for birth control. ""The amendment, which Brown supported, was written loosely enough to allow a religious-conscience opt-out for birth control -- an issue about which there has been a longstanding policy debate on religious and moral grounds."
81	9613.json	half-true	At some point in their lives, 99% of women use birth control.	sexuality	susan-happ	Jefferson County District Attorney	Wisconsin	democrat	0.0	0.0	1.0	0.0	0.0	a press release	"So, that also serves to skew the numbers behind the point she is making. Our rating Happ said ""at some point in their lives, 99% of women use birth control. ""Its clear she was arguing that contraception use is widespread, and important for women who run the risk of getting pregnant."
82	3146.json	false	In the past 20 years, Egypt has made great strides in political and democratic reform.	foreign-policy,abc-news-week	sameh-shoukry			none	0.0	1.0	0.0	0.0	0.0	"an interview on ABC's ""This Week with Christiane Amanpour."""	"There is no meaningful political space here. ""In our ruling, we find little to support the ambassador's statement that ""Egypt has been on a road of economic, political, democratic reform for the last 20 years or more, and it has achieved great strides in that regard. ""A few things may have improved, particularly in the area of press freedom, but they are hardly ""great strides. ""In fact, the government continues to arrest journalists, police brutality is widespread, and the ruling party maintains firm control."
83	8755.json	false	The amount of attention paid this week to Chris Christie makes the coverage of Benghazi ... pale in significance.	terrorism,transportation	karl-rove		Texas	republican	2.0	5.0	2.0	8.0	0.0	"comments on ""Fox News Sunday"""	"Rove said that the coverage of Christie pales ""in significance"" to the coverage of Benghazi. When news of the attacks on Benghazi broke, coverage was widespread, and it continued through congressional hearings. Moreover, a lot of the coverage questioned the administrations narrative and response to the attacks. Indeed, Christie has occupied much of the conversation, but it was also in a relatively slow news week. Benghazi garnered significant coverage, even during the height of the presidential election. Perhaps the outcome of those reports didnt unearth the conspiracy conservatives alleged and hoped for. More is still likely to come out, and Republicans continue to keep it in the news. But to insinuate the mainstream media ignored the attacks while putting Christie through the ringer goes too far."
84	9989.json	true	Says U.S. Rep. Steve Southerland voted to keep the shutdown going.	federal-budget	gwen-graham		Florida	democrat	0.0	0.0	1.0	0.0	0.0	a campaign commercial	"Graham said Southerland ""voted to keep the shutdown going. ""The ad refers to an Oct.  16, 2013, no vote Southerlandcast against a bipartisan Senate bill that funded the government and ended the shutdown. By the time it reached the House floor, it was clear to lawmakers that their vote would effectively be deciding whether to end the shutdown or not. If more Republicans had joined Southerland in voting no, the shutdown would have continued. Regardless of Southerlands personal feelings about a shutdown, Graham is focusing her attack on his vote -- and his vote was a clear ""no"" to ending the shutdown."
85	2044.json	half-true	In Rick Perrys Texas, we import nurses ... from other countries.	health-care	bill-white	Former mayor of Houston	Texas	democrat	2.0	3.0	5.0	7.0	3.0	a speech at the Texas Democratic Party convention	The center said that to meet the demand for registered nurses by 2020, the number of graduates will need to triple from the 2009 level, when 8,211 people graduated. Texas nursing schools are still turning away qualified applicants -- about 8,700 in 2009, primarily because the schools lack sufficient faculty, the center reports. Upshot: White is correct that Texas imports nurses from abroad. But implying that Perry is to blame for that disregards the governor's efforts to address a shortage that existed before he became governor, and has persisted despite efforts by the state to produce more Texas-trained nurses.
86	11657.json	mostly-true	There is a federal criminal law that says its a crime to transport dentures across state lines.	public-health	bob-goodlatte	U.S. Congressman	Virginia	republican	0.0	1.0	4.0	3.0	0.0	a radio interview.	He made the statement while promoting a bill that would repeal what he considers to be unnecessary laws. The congressman didnt mention that.
87	11131.json	mostly-true	We built a new prison every 10 days between 1990 and 2005 to keep up with our mass incarceration explosion of nonviolent offenders.	crime,criminal-justice	cory-booker	U.S. senator	New Jersey	democrat	0.0	4.0	2.0	8.0	0.0	a post on Instagram	"Booker said, ""We built a new prison every 10 days between 1990 and 2005 to keep up with our mass incarceration explosion of nonviolent offenders. ""Booker is right that a new prison was built every 10 days during that period. But while there was a significant rise in the incarceration rate of nonviolent offenders, it took place over a longer time period than the post indicates -- between 1980 and 2013."
88	767.json	barely-true	"Sen. McCain's tax plan provides ""virtually nothing to the middle class."""	taxes	joe-biden	U.S. senator	Delaware	democrat	11.0	10.0	21.0	16.0	4.0	vice presidential debate in St. Louis	Its more generous exemption for dependents and lower tax rates would cut across income levels and reduce or eliminate many taxpayers AMT exposure.
89	10263.json	false	Austin is burdened by the fastest-growing tax increases of any major city in the nation.	city-budget,city-government,taxes	jim-skaggs	Treasurer, Citizens Against Rail Taxes	Texas	none	0.0	1.0	0.0	0.0	0.0	as quoted in a news story	Skaggs said Austin has the fastest-growing tax increases of any major U. S.  city. Among the nations largest cities, Austin appears to have had the third-fastest growth in its property-tax bite on a median-valued home from 2005 to 2013. It seems reasonable to speculate local taxpayers feel the pinch. However, Skaggs didnt provide nor did we find a sign of Austin ranking first in tax growth among the countrys major cities.
90	1969.json	false	Phoenix, Arizona, is the No. 2 kidnapping capital of the world.	immigration	john-mccain	U.S. senator	Arizona	republican	31.0	39.0	31.0	37.0	8.0	comments on 'Meet the Press'	In fact, experts advise that such rankings can't be made based on available information. If they could, they speculate, other cities would prove to have more kidnappings than Arizona's capital. We found nothing confirming Phoenix as No.
91	10386.json	true	I belong to the AFL-CIO.	candidates-biography,labor	rick-perry	Governor	Texas	republican	30.0	30.0	42.0	23.0	18.0	Texas Public Policy Foundation policy orientation	Perry said hes a member of the AFL-CIO. Since 2006, Perry has been a member of the Screen Actors Guild, which is part of the AFL-CIO.
92	2020.json	mostly-true	The insurance commissioner cant do squat about health care.	health-care	ralph-hudgens		Georgia	republican	0.0	0.0	0.0	1.0	0.0	a radio interview broadcast over the Internet	"He used the word ""squat,"" as in ""diddly squat."
93	4264.json	half-true	Says a poll found him the only Republican candidate who could beat Barack Obama in Texas -- and by eight points.	polls	mitt-romney	Former governor	Massachusetts	republican	34.0	32.0	58.0	33.0	19.0	a New Hampshire town hall.	In the June poll, all told, Romney performed better in Texas than other Republicans against Obama, but contrary to his statement, he was not the only Republican to best him. He was the only candidate who did so by more than the poll's margin of error. But Romney is hardly the only Republican who could win the state. No Democratic presidential nominee has carried Texas since 1976.
94	6359.json	barely-true	President Ronald Reagan sent troops into conflict only in one circumstance, which was in Grenada We were in a peacekeeping setting in Lebanon.	foreign-policy,history,military	mitt-romney	Former governor	Massachusetts	republican	34.0	32.0	58.0	33.0	19.0	an interview on 'Face the Nation.'	"Romney said the U. S.  stayed out of conflict settings under Reagan, except once in Grenada. Romney put Lebanon in a separate category of ""a peacekeeping setting. ""The record shows multiple military engagements and a large loss of life in Lebanon. Reagan was wary of the actual use of troops, but he did not stick to that as much as Romney suggests. Romney may have been thinking of long-term deployments, but he spoke only of whether American soldiers were placed into conflict settings which did take place."
95	8931.json	barely-true	Says David Jolly supports privatizing Social Security.	social-security	florida-democratic-party		Florida	democrat	5.0	4.0	4.0	5.0	3.0	a robocall to 13th Congressional District voters	"Democrats say Jolly ""supports privatizing Social Security,"" using a paraphrased statement that private accounts should be on the table in discussing future reforms. They also point to the fact Jolly had a meeting with Ryan to discuss the program. Jolly says hes been very clear where he stands on Social Security, but we dont think its all that apparent. Saying private accounts should be an option doesnt denote advocacy, but rather a willingness to explore options. Which option Jolly favors isnt so clear, beyond setting some kind of benefit guarantee for people who have already qualified for Social Security or are currently receiving payments. He hasnt said whether private accounts were at the top of his list of potential fixes, only that they should be considered. Democrats are attempting to make it sound like he is 100 percent behind the idea, but dont offer any proof beyond a paraphrased statement."
96	9213.json	true	Did you know US population growth is at its lowest since the Great Depression?	immigration,population	robert-sarvis	lawyer, businessman	Virginia	libertarian	0.0	0.0	0.0	1.0	0.0	a tweet.	Sarvis said the U. S.  population growth is at its lowest level since the Great Depression.
